FetchedAt,Index,Symbol,LivePrice,PrevEODClose,ChangePct,SMA20,SMA50,SMA200,AboveSMA20,AboveSMA50,AboveSMA200,High52W,Low52W,NearHigh_7pct,NearLow_7pct,PriceToHigh52_pct,PriceToLow52_pct,Hist_1D_Price,Hist_1D_SMA20,Hist_1D_SMA50,Hist_1D_SMA200,Hist_1W_Price,Hist_1W_SMA20,Hist_1W_SMA50,Hist_1W_SMA200,Hist_1M_Price,Hist_1M_SMA20,Hist_1M_SMA50,Hist_1M_SMA200,Hist_3M_Price,Hist_3M_SMA20,Hist_3M_SMA50,Hist_3M_SMA200,Error
2026-03-25 19:27 IST,Nifty Microcap 250,PARAS,641.65,619.4,3.59,660.09,657.43,704.76,NO,NO,NO,932.88,458.5,NO,NO,-31.22,39.95,584.6,NO,NO,NO,644.45,NO,NO,NO,642.15,NO,NO,NO,660.9,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,THOMASCOOK,95.88,94.77,1.17,96.01,111.33,147.79,NO,NO,NO,185.73,87.99,NO,NO,-48.38,8.97,93.57,NO,NO,NO,88.43,NO,NO,NO,110.88,NO,NO,NO,144.83,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,AVANTIFEED,1263.4,1178.6,7.19,1228.2,1098.18,821.71,YES,YES,YES,1424.35,632.3,NO,NO,-11.3,99.81,1115.0,NO,YES,YES,1244.2,NO,YES,YES,1350.7,YES,YES,YES,854.35,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,WAAREERTL,849.75,829.85,2.4,828.63,875.76,1012.61,YES,NO,NO,1330.5,793.9,NO,NO,-36.13,7.03,807.7,NO,NO,NO,825.75,NO,NO,NO,877.8,NO,NO,NO,948.6,NO,NO,N/A,
2026-03-25 19:27 IST,Nifty Microcap 250,WABAG,1251.8,1208.7,3.57,1227.39,1208.78,1387.67,YES,YES,NO,1644.47,1049.1,NO,NO,-23.88,19.32,1173.5,NO,NO,NO,1230.2,NO,YES,NO,1272.9,YES,YES,NO,1286.1,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,SHAKTIPUMP,496.2,486.85,1.92,502.5,583.24,760.54,NO,NO,NO,1016.04,471.3,NO,YES,-51.16,5.28,471.3,NO,NO,NO,495.45,NO,NO,NO,560.0,NO,NO,NO,713.65,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,TDPOWERSYS,885.65,860.05,2.98,848.14,793.22,650.87,YES,YES,YES,903.8,357.94,YES,NO,-2.01,147.43,819.7,NO,YES,YES,817.25,NO,YES,YES,882.55,YES,YES,YES,743.0,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,DCAL,154.06,144.08,6.93,165.22,195.88,244.99,NO,NO,NO,314.4,142.78,NO,NO,-51.0,7.9,142.78,NO,NO,NO,163.53,NO,NO,NO,182.28,NO,NO,NO,255.74,YES,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,PCJEWELLER,8.12,8.0,1.5,8.9,9.75,11.92,NO,NO,NO,18.73,7.84,NO,YES,-56.65,3.57,7.84,NO,NO,NO,8.3,NO,NO,NO,10.08,NO,NO,NO,9.65,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,PNGJL,565.1,560.55,0.81,549.0,560.12,596.84,YES,YES,NO,686.75,500.75,NO,NO,-17.71,12.85,551.75,YES,NO,NO,550.55,YES,NO,NO,562.35,YES,NO,NO,609.4,NO,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,AHLUCONT,689.85,685.0,0.71,747.6,816.92,929.32,NO,NO,NO,1116.22,680.55,NO,YES,-38.2,1.37,680.55,NO,NO,NO,722.4,NO,NO,NO,805.75,NO,NO,NO,994.05,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,ZAGGLE,210.05,205.98,1.98,217.95,257.56,349.61,NO,NO,NO,460.15,194.46,NO,NO,-54.35,8.02,194.46,NO,NO,NO,213.48,NO,NO,NO,234.55,NO,NO,NO,354.45,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,AETHER,1158.55,1224.65,-5.4,1018.49,999.47,845.24,YES,YES,YES,1224.65,730.8,YES,NO,-5.4,58.53,1085.05,YES,YES,YES,1006.2,YES,YES,YES,966.2,NO,YES,YES,862.4,NO,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,BLACKBUCK,591.15,589.85,0.22,582.27,595.69,585.05,YES,NO,YES,733.5,378.35,NO,NO,-19.41,56.24,587.0,YES,NO,YES,574.25,NO,NO,NO,601.5,YES,NO,YES,630.55,NO,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,STAR,929.2,910.8,2.02,879.62,872.44,877.14,YES,YES,YES,985.1,573.21,YES,NO,-5.67,62.1,910.4,YES,YES,YES,875.45,YES,NO,YES,869.65,YES,NO,YES,953.0,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,ZYDUSWELL,457.95,440.55,3.95,399.18,410.73,430.16,YES,YES,YES,524.26,322.65,NO,NO,-12.65,41.93,414.45,YES,YES,NO,422.0,YES,YES,NO,399.25,NO,NO,NO,430.85,YES,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,SWSOLAR,167.03,162.72,2.65,179.76,190.57,242.52,NO,NO,NO,336.55,158.58,NO,YES,-50.37,5.33,158.58,NO,NO,NO,168.95,NO,NO,NO,205.84,YES,YES,NO,217.48,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,DCBBANK,173.32,171.54,1.04,175.15,184.67,157.38,NO,NO,YES,201.39,107.38,NO,NO,-13.94,61.41,164.02,NO,NO,YES,169.26,NO,NO,YES,191.04,NO,YES,YES,170.58,NO,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,SANSERA,2183.0,2115.9,3.17,2171.68,2024.15,1609.83,YES,YES,YES,2353.4,1028.28,NO,NO,-7.24,112.3,2044.4,NO,YES,YES,2083.4,NO,YES,YES,2285.4,YES,YES,YES,1721.4,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,GOKEX,621.15,595.25,4.35,615.51,656.02,783.16,YES,NO,NO,1044.85,541.95,NO,NO,-40.55,14.61,563.4,NO,NO,NO,573.15,NO,NO,NO,789.2,YES,YES,NO,790.55,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,THANGAMAYL,3598.7,3309.4,8.74,3586.22,3584.06,2699.23,YES,YES,YES,3959.2,1800.6,NO,NO,-9.11,99.86,3158.8,NO,NO,YES,3495.0,NO,NO,YES,3556.6,YES,YES,YES,3422.7,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,INDIASHLTR,753.8,711.3,5.97,706.31,741.41,848.76,YES,YES,NO,1002.1,667.5,NO,NO,-24.78,12.93,667.5,NO,NO,NO,694.25,NO,NO,NO,722.6,NO,NO,NO,831.3,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,RAIN,109.69,104.91,4.56,124.98,140.18,137.23,NO,NO,NO,171.64,101.48,NO,NO,-36.09,8.09,102.86,NO,NO,NO,113.57,NO,NO,NO,145.53,NO,YES,YES,123.41,YES,YES,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,OSWALPUMPS,313.75,307.5,2.03,306.93,357.19,,YES,NO,N/A,873.8,289.85,NO,NO,-64.09,8.25,296.3,NO,NO,N/A,302.9,NO,NO,N/A,339.4,NO,NO,N/A,532.25,NO,NO,N/A,
2026-03-25 19:27 IST,Nifty Microcap 250,SHARDACROP,950.6,912.4,4.19,1043.07,1032.85,909.79,NO,NO,YES,1256.0,451.12,NO,NO,-24.32,110.72,911.6,NO,NO,YES,985.2,NO,NO,YES,1202.9,YES,YES,YES,887.65,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,RENUKA,25.11,24.3,3.33,24.17,24.38,28.39,YES,YES,NO,34.66,23.05,NO,NO,-27.55,8.94,24.11,NO,NO,NO,23.79,NO,NO,NO,23.67,NO,NO,NO,25.93,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,IXIGO,181.29,173.26,4.63,167.24,194.18,237.23,YES,NO,NO,335.55,138.6,NO,NO,-45.97,30.8,166.57,NO,NO,NO,163.6,NO,NO,NO,186.74,NO,NO,NO,265.15,YES,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,RTNPOWER,8.19,7.95,3.02,8.13,8.46,11.02,YES,NO,NO,16.23,7.76,NO,YES,-49.54,5.54,7.92,NO,NO,NO,8.15,NO,NO,NO,8.61,NO,NO,NO,9.54,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,AARTIDRUGS,341.1,335.45,1.68,351.44,366.52,442.75,NO,NO,NO,542.14,320.03,NO,YES,-37.08,6.58,327.6,NO,NO,NO,334.15,NO,NO,NO,372.3,NO,NO,NO,383.09,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,TEXRAIL,88.44,88.54,-0.11,95.88,110.53,135.22,NO,NO,NO,178.13,84.38,NO,YES,-50.35,4.81,84.38,NO,NO,NO,89.49,NO,NO,NO,111.21,NO,NO,NO,132.14,YES,YES,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,TI,447.05,437.3,2.23,441.53,436.06,446.47,YES,YES,YES,528.1,228.58,NO,NO,-15.35,95.58,417.0,NO,NO,NO,448.95,YES,YES,YES,450.75,YES,YES,YES,467.95,YES,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,EIEL,146.69,145.31,0.95,149.38,164.61,218.85,NO,NO,NO,285.37,137.14,NO,YES,-48.6,6.96,141.88,NO,NO,NO,145.98,NO,NO,NO,160.93,NO,NO,NO,205.35,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,TANLA,411.4,410.95,0.11,431.92,460.44,581.96,NO,NO,NO,746.33,400.0,NO,YES,-44.88,2.85,400.0,NO,NO,NO,408.05,NO,NO,NO,454.05,NO,NO,NO,539.25,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,KRBL,303.1,296.35,2.28,313.09,337.32,379.78,NO,NO,NO,482.93,266.67,NO,NO,-37.24,13.66,285.2,NO,NO,NO,283.65,NO,NO,NO,363.55,YES,NO,NO,394.75,NO,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,SAFARI,1526.3,1479.3,3.18,1649.1,1850.38,2102.82,NO,NO,NO,2492.6,1479.3,NO,YES,-38.77,3.18,1482.8,NO,NO,NO,1484.3,NO,NO,NO,1836.3,NO,NO,NO,2208.4,NO,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,ANURAS,1267.0,1253.2,1.1,1252.22,1271.89,1184.12,YES,NO,YES,1368.2,702.04,NO,NO,-7.4,80.47,1241.8,NO,NO,YES,1236.1,NO,NO,YES,1285.0,YES,NO,YES,1341.8,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,JAMNAAUTO,121.47,117.8,3.12,128.76,129.26,109.12,NO,NO,YES,148.25,70.38,NO,NO,-18.06,72.59,112.44,NO,NO,YES,119.71,NO,NO,YES,143.93,YES,YES,YES,127.21,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,BORORENEW,406.15,407.85,-0.42,429.56,472.66,554.6,NO,NO,NO,699.3,398.85,NO,YES,-41.92,1.83,398.85,NO,NO,NO,411.15,NO,NO,NO,479.35,NO,NO,NO,546.15,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,ASTRAMICRO,917.7,913.35,0.48,971.77,945.76,1001.42,NO,NO,NO,1176.02,659.35,NO,NO,-21.97,39.18,892.25,NO,NO,NO,964.45,NO,YES,NO,899.9,NO,NO,NO,935.3,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,DODLA,1048.2,1040.7,0.72,1061.99,1141.74,1273.19,NO,NO,NO,1462.6,972.3,NO,NO,-28.33,7.81,985.2,NO,NO,NO,999.5,NO,NO,NO,1162.8,NO,NO,NO,1225.5,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,CMSINFO,271.75,270.85,0.33,293.79,309.82,384.87,NO,NO,NO,529.9,270.85,NO,YES,-48.72,0.33,271.45,NO,NO,NO,286.75,NO,NO,NO,315.0,NO,NO,NO,346.69,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,SAMHI,138.46,135.53,2.16,151.49,164.31,195.27,NO,NO,NO,248.97,133.64,NO,YES,-44.39,3.61,133.64,NO,NO,NO,149.9,NO,NO,NO,165.24,NO,NO,NO,182.58,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,TRANSRAILL,483.25,498.05,-2.97,517.23,519.35,649.6,NO,NO,NO,804.37,441.2,NO,NO,-39.92,9.53,486.65,NO,NO,NO,496.45,NO,NO,NO,568.4,YES,YES,NO,600.9,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,SANDUMA,180.36,176.83,2.0,195.34,207.79,189.59,NO,NO,NO,264.71,130.86,NO,NO,-31.87,37.83,171.59,NO,NO,NO,188.45,NO,NO,NO,201.71,NO,NO,YES,221.13,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,LLOYDSENT,44.49,42.83,3.88,48.07,53.75,66.39,NO,NO,NO,92.6,41.59,NO,YES,-51.95,6.97,42.17,NO,NO,NO,45.56,NO,NO,NO,55.02,NO,NO,NO,70.86,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,BALUFORGE,431.9,426.55,1.25,454.63,451.0,591.43,NO,NO,NO,762.73,356.3,NO,NO,-43.37,21.22,412.9,NO,NO,NO,445.85,NO,NO,NO,492.1,YES,NO,NO,629.2,NO,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,AZAD,1473.2,1422.9,3.54,1581.97,1561.25,1603.01,NO,NO,NO,1848.1,1218.25,NO,NO,-20.29,20.93,1366.5,NO,NO,NO,1501.3,NO,NO,NO,1720.1,YES,YES,YES,1670.4,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,VOLTAMP,8582.0,8443.0,1.65,8627.38,8009.14,8070.54,NO,YES,YES,9733.92,6425.65,NO,NO,-11.83,33.56,8301.0,NO,YES,YES,8503.0,NO,YES,YES,8229.5,YES,YES,YES,7935.5,NO,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,GABRIEL,881.25,860.0,2.47,902.25,927.63,1028.68,NO,NO,NO,1314.83,516.07,NO,NO,-32.98,70.76,831.0,NO,NO,NO,844.1,NO,NO,NO,952.3,YES,NO,NO,1059.0,YES,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,DYNAMATECH,9565.0,9657.0,-0.95,9949.6,9375.44,8136.46,NO,YES,YES,10751.0,5845.14,NO,NO,-11.03,63.64,9420.0,NO,YES,YES,9533.0,NO,YES,YES,9952.0,YES,YES,YES,9812.44,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,ELECTCAST,77.43,74.92,3.35,69.58,71.51,90.64,YES,YES,NO,135.11,61.1,NO,NO,-42.69,26.73,70.5,YES,NO,NO,68.51,NO,NO,NO,70.5,NO,NO,NO,75.3,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,PTC,162.34,161.43,0.56,160.66,164.93,166.84,YES,NO,NO,188.65,144.47,NO,NO,-13.95,12.37,159.09,NO,NO,NO,159.1,NO,NO,NO,168.69,NO,YES,YES,155.05,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,IIFLCAPS,265.85,260.1,2.21,290.47,317.6,319.73,NO,NO,NO,391.85,198.08,NO,NO,-32.16,34.21,255.05,NO,NO,NO,280.85,NO,NO,NO,321.15,NO,NO,YES,307.19,NO,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,RELIGARE,226.52,218.03,3.89,213.88,228.74,244.09,YES,NO,NO,289.81,201.11,NO,NO,-21.84,12.63,201.11,NO,NO,NO,226.31,YES,NO,NO,221.04,NO,NO,NO,234.11,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,NETWORK18,30.51,30.1,1.36,32.12,35.68,47.51,NO,NO,NO,63.14,29.21,NO,YES,-51.68,4.45,29.21,NO,NO,NO,30.62,NO,NO,NO,36.08,NO,NO,NO,42.64,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,REFEX,206.17,197.0,4.65,209.12,225.07,335.47,NO,NO,NO,518.06,189.11,NO,NO,-60.2,9.02,189.11,NO,NO,NO,196.49,NO,NO,NO,239.71,YES,NO,NO,277.5,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,POWERMECH,1918.0,1879.0,2.08,1993.03,2087.9,2623.28,NO,NO,NO,3354.74,1856.3,NO,YES,-42.83,3.32,1856.3,NO,NO,NO,1907.1,NO,NO,NO,2185.4,YES,NO,NO,2323.9,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,GSFC,151.2,148.43,1.87,159.36,169.2,187.7,NO,NO,NO,212.61,147.02,NO,YES,-28.88,2.84,147.02,NO,NO,NO,156.72,NO,NO,NO,171.98,NO,NO,NO,175.71,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,BANCOINDIA,560.75,551.25,1.72,573.93,599.5,651.21,NO,NO,NO,855.15,312.23,NO,NO,-34.43,79.6,522.35,NO,NO,NO,568.7,NO,NO,NO,641.38,YES,NO,NO,698.43,YES,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,MIDHANI,304.65,300.4,1.41,328.77,345.21,371.6,NO,NO,NO,462.37,257.72,NO,NO,-34.11,18.21,293.85,NO,NO,NO,319.8,NO,NO,NO,348.87,NO,YES,NO,308.08,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,AURIONPRO,795.25,793.85,0.18,852.43,915.33,1171.18,NO,NO,NO,1643.0,773.3,NO,YES,-51.6,2.84,773.3,NO,NO,NO,821.2,NO,NO,NO,945.8,YES,NO,NO,1166.3,YES,YES,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,YATHARTH,647.8,647.35,0.07,668.49,648.78,686.03,NO,NO,NO,831.85,414.05,NO,NO,-22.13,56.45,619.0,NO,NO,NO,656.4,NO,YES,NO,720.3,YES,YES,YES,695.7,NO,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,AVALON,970.0,949.4,2.17,942.65,946.46,941.58,YES,YES,YES,1252.8,752.8,NO,NO,-22.57,28.85,885.2,NO,NO,NO,901.0,NO,NO,NO,1028.05,YES,YES,YES,889.5,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,HEMIPROP,128.85,127.99,0.67,136.5,135.63,140.59,NO,NO,NO,184.0,114.56,NO,NO,-29.97,12.47,126.99,NO,NO,NO,131.78,NO,NO,NO,141.94,YES,YES,YES,131.27,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,ASHOKA,114.9,110.56,3.93,121.26,138.51,177.21,NO,NO,NO,223.75,106.3,NO,NO,-48.65,8.09,106.3,NO,NO,NO,112.5,NO,NO,NO,142.91,NO,NO,NO,175.2,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,LXCHEM,118.45,118.0,0.38,120.54,135.0,180.04,NO,NO,NO,231.51,112.9,NO,YES,-48.84,4.92,112.9,NO,NO,NO,115.21,NO,NO,NO,137.28,NO,NO,NO,172.03,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,DIACABS,128.04,121.0,5.82,131.96,130.79,141.36,NO,NO,NO,178.09,88.02,NO,NO,-28.1,45.47,117.94,NO,NO,NO,125.48,NO,NO,NO,135.3,YES,YES,NO,143.58,YES,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,EQUITASBNK,56.94,56.0,1.68,59.0,64.54,61.32,NO,NO,NO,71.3,50.27,NO,NO,-20.14,13.27,54.48,NO,NO,NO,55.85,NO,NO,NO,67.44,NO,YES,YES,61.64,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,BAJAJELEC,361.45,354.1,2.08,361.41,386.51,521.62,YES,NO,NO,686.62,337.55,NO,NO,-47.36,7.08,355.3,NO,NO,NO,342.45,NO,NO,NO,384.55,NO,NO,NO,485.2,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,GPPL,149.79,148.2,1.07,160.77,168.97,163.03,NO,NO,NO,193.61,123.51,NO,NO,-22.63,21.28,144.07,NO,NO,NO,152.15,NO,NO,NO,175.6,YES,NO,YES,193.59,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,NFL,69.64,68.6,1.52,72.51,77.39,89.57,NO,NO,NO,106.54,67.4,NO,YES,-34.63,3.32,67.4,NO,NO,NO,68.97,NO,NO,NO,79.11,NO,NO,NO,87.29,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,ABDL,408.5,395.9,3.18,450.01,474.11,523.59,NO,NO,NO,683.8,302.23,NO,NO,-40.26,35.16,384.15,NO,NO,NO,420.05,NO,NO,NO,500.8,NO,NO,NO,627.35,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,SHRIPISTON,3102.1,2984.1,3.95,3012.66,2962.05,2732.55,YES,YES,YES,3368.85,1700.49,NO,NO,-7.92,82.42,2938.0,NO,NO,YES,2984.8,NO,NO,YES,2934.8,YES,NO,YES,3170.47,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,PRIVISCL,2963.2,2941.6,0.73,2926.07,2832.94,2699.91,YES,YES,YES,3388.0,1523.86,NO,NO,-12.54,94.45,2850.6,NO,YES,YES,2933.9,YES,YES,YES,2898.0,YES,YES,YES,3088.4,NO,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,GRWRHITECH,3663.4,3524.6,3.94,3904.48,3712.8,3525.72,NO,NO,YES,4713.65,2400.47,NO,NO,-22.28,52.61,3412.0,NO,NO,NO,3768.6,NO,YES,YES,4190.7,YES,YES,YES,3282.4,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,PRICOLLTD,543.95,530.1,2.61,558.14,579.77,536.23,NO,NO,YES,683.05,409.46,NO,NO,-20.36,32.85,510.9,NO,NO,NO,525.45,NO,NO,NO,603.3,YES,NO,YES,659.8,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,LLOYDSENGG,41.88,39.04,7.27,43.97,47.26,58.7,NO,NO,NO,81.49,38.2,NO,NO,-48.61,9.63,38.2,NO,NO,NO,42.06,NO,NO,NO,50.37,YES,NO,NO,56.14,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,RATEGAIN,495.7,480.85,3.09,493.41,561.47,577.29,YES,NO,NO,722.35,423.25,NO,NO,-31.38,17.12,466.75,NO,NO,NO,482.55,NO,NO,NO,547.9,NO,NO,NO,655.95,NO,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,PATELENG,24.75,24.08,2.78,25.59,27.43,34.39,NO,NO,NO,45.35,23.61,NO,YES,-45.42,4.83,23.61,NO,NO,NO,24.33,NO,NO,NO,27.24,NO,NO,NO,31.4,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,INOXGREEN,145.82,138.86,5.01,151.93,166.1,186.46,NO,NO,NO,272.2,104.75,NO,NO,-46.43,39.21,135.01,NO,NO,NO,139.37,NO,NO,NO,181.53,YES,NO,NO,200.11,NO,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,INDIGOPNTS,765.85,729.95,4.92,835.09,969.09,1104.8,NO,NO,NO,1326.0,712.95,NO,NO,-42.24,7.42,712.95,NO,NO,NO,757.6,NO,NO,NO,944.0,NO,NO,NO,1180.2,NO,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,AARTIPHARM,639.0,622.75,2.61,673.28,722.1,802.51,NO,NO,NO,960.26,617.6,NO,YES,-33.46,3.47,617.6,NO,NO,NO,644.55,NO,NO,NO,698.75,NO,NO,NO,777.7,YES,YES,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,KSCL,805.35,809.2,-0.48,782.98,833.75,1026.25,YES,NO,NO,1560.74,714.6,NO,NO,-48.4,12.7,785.4,YES,NO,NO,798.75,YES,NO,NO,812.3,NO,NO,NO,971.8,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,BIRLACORPN,901.2,825.6,9.16,868.98,983.37,1172.25,YES,NO,NO,1501.08,782.4,NO,NO,-39.96,15.18,804.8,NO,NO,NO,826.4,NO,NO,NO,1011.8,NO,NO,NO,1059.4,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,MASTEK,1450.1,1432.0,1.26,1530.95,1789.83,2181.76,NO,NO,NO,2642.3,1382.6,NO,YES,-45.12,4.88,1382.6,NO,NO,NO,1460.3,NO,NO,NO,1711.2,NO,NO,NO,2185.85,YES,YES,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,TEGA,1666.2,1600.9,4.08,1731.01,1745.25,1832.69,NO,NO,NO,2108.9,1270.17,NO,NO,-20.99,31.18,1585.5,NO,NO,NO,1722.1,NO,NO,NO,1634.4,NO,NO,NO,2001.6,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,VAIBHAVGBL,195.73,196.4,-0.34,214.19,224.21,230.99,NO,NO,NO,277.85,193.18,NO,YES,-29.56,1.32,193.18,NO,NO,NO,207.27,NO,NO,NO,234.7,NO,YES,YES,233.32,NO,NO,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,EUREKAFORB,454.1,442.2,2.69,450.83,500.5,563.17,YES,NO,NO,652.8,425.9,NO,YES,-30.44,6.62,435.6,NO,NO,NO,431.25,NO,NO,NO,514.55,NO,NO,NO,640.45,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,RTNINDIA,27.8,27.47,1.2,27.12,32.38,47.3,YES,NO,NO,66.18,24.82,NO,NO,-57.99,12.01,25.7,NO,NO,NO,26.16,NO,NO,NO,31.08,NO,NO,NO,41.86,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,FIEMIND,2083.6,2011.4,3.59,2097.16,2186.27,2095.01,NO,NO,NO,2545.7,1278.14,NO,NO,-18.15,63.02,1944.7,NO,NO,NO,2003.2,NO,NO,NO,2282.6,YES,YES,YES,2398.5,YES,YES,YES,
2026-03-25 19:27 IST,Nifty Microcap 250,STARCEMENT,208.72,210.13,-0.67,208.15,212.79,234.12,YES,NO,NO,297.39,198.17,NO,YES,-29.82,5.32,213.82,YES,YES,NO,205.26,NO,NO,NO,213.48,NO,NO,NO,215.56,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,GMRP&UI,101.92,100.69,1.22,108.35,106.75,113.02,NO,NO,NO,136.25,99.43,NO,YES,-25.2,2.5,100.19,NO,NO,NO,103.27,NO,NO,NO,115.08,YES,YES,YES,114.62,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,RBA,59.5,59.56,-0.1,62.11,63.72,71.73,NO,NO,NO,86.13,59.5,NO,YES,-30.92,0.0,59.55,NO,NO,NO,61.35,NO,NO,NO,63.83,NO,NO,NO,64.74,YES,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,SYMPHONY,747.8,724.1,3.27,788.27,849.0,936.97,NO,NO,NO,1306.65,724.1,NO,YES,-42.77,3.27,727.2,NO,NO,NO,784.65,NO,NO,NO,829.25,NO,NO,NO,845.4,NO,NO,NO,
2026-03-25 19:27 IST,Nifty Microcap 250,RALLIS,236.35,233.4,1.26,251.71,260.92,297.1,NO,NO,NO,381.05,200.49,NO,NO,-37.97,17.89,227.95,NO,NO,NO,238.25,NO,NO,NO,284.4,YES,YES,NO,274.15,YES,YES,NO,
